p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),OT
1006.41,18.22,290.84,7.89,50.86,20.96,10.66,10.3,6.61,404.1
1006.29,18.62,291.25,7.27,47.54,21.49,10.22,11.27,6.34,405.2
1006.21,19.58,292.21,7.09,44.22,22.82,10.09,12.73,6.26,406.1
1006.22,19.4,292.03,7.14,44.88,22.56,10.13,12.44,6.28,405.9
1006.15,18.71,291.35,7.0,46.38,21.61,10.02,11.59,6.22,405.4
1005.98,19.18,291.83,7.2,45.68,22.26,10.17,12.09,6.31,405.3
1005.95,19.22,291.87,7.24,45.69,22.31,10.19,12.12,6.33,405.5
1005.88,18.93,291.59,7.31,46.76,21.91,10.25,11.67,6.36,405.3
1005.77,19.23,291.9,6.81,44.32,22.33,9.9,12.43,6.14,406.1
1005.63,19.68,292.36,6.72,42.85,22.96,9.84,13.12,6.11,406.2
1005.57,19.5,292.19,5.53,39.89,22.7,9.06,13.65,5.62,407.1
1005.45,20.06,292.75,6.09,40.07,23.51,9.42,14.09,5.85,406.8
1005.37,20.46,293.16,6.58,40.42,24.1,9.74,14.36,6.05,406.5
1005.22,20.61,293.32,6.38,39.5,24.32,9.61,14.71,5.97,406.6
1005.11,20.21,292.93,5.88,39.12,23.73,9.28,14.44,5.76,406.8
1005.04,20.2,292.93,5.65,38.52,23.71,9.13,14.58,5.67,406.9
1004.93,20.12,292.86,6.06,39.84,23.59,9.4,14.19,5.84,406.3
1004.86,20.49,293.23,6.14,39.15,24.14,9.45,14.69,5.87,405.9
1004.77,21.08,293.83,5.67,36.54,25.03,9.15,15.89,5.68,406.6
1004.73,21.21,293.96,5.04,34.68,25.23,8.75,16.48,5.44,407.3
1004.63,21.38,294.14,5.45,35.32,25.5,9.01,16.49,5.59,406.8
1004.54,20.87,293.64,6.25,38.53,24.71,9.52,15.19,5.92,405.6
1004.44,20.98,293.76,6.71,39.51,24.88,9.83,15.05,6.11,404.9
1004.41,20.38,293.16,6.39,40.11,23.98,9.62,14.36,5.98,404.4
1004.32,21.0,293.79,6.56,39.05,24.91,9.73,15.18,6.05,404.2
1004.24,21.33,294.12,6.1,37.07,25.42,9.42,16.0,5.86,405.1
1004.06,21.57,294.38,6.59,37.78,25.8,9.75,16.05,6.06,404.2
1003.98,21.47,294.29,6.32,37.32,25.64,9.57,16.07,5.95,404.3
1003.85,21.87,294.7,7.18,38.65,26.27,10.15,16.12,6.32,403.0
1003.8,21.69,294.52,6.96,38.49,25.99,10.0,15.98,6.22,403.3
1003.74,21.77,294.61,6.92,38.2,26.11,9.98,16.14,6.2,403.3
1003.7,21.7,294.54,6.74,37.89,26.0,9.85,16.15,6.13,403.5
1003.61,21.47,294.32,6.7,38.31,25.64,9.82,15.82,6.11,403.0
1003.52,20.78,293.63,6.61,39.71,24.58,9.76,14.82,6.07,402.9
1003.48,20.81,293.67,6.58,39.58,24.62,9.74,14.88,6.06,403.1
1003.38,21.13,294.0,6.71,39.14,25.11,9.83,15.28,6.11,402.6
1003.31,20.87,293.74,6.43,39.02,24.71,9.64,15.07,6.0,403.0
1003.25,20.66,293.54,6.59,39.96,24.39,9.75,14.65,6.07,403.2
1003.18,20.58,293.46,6.5,39.9,24.27,9.69,14.59,6.03,402.9
1003.04,20.79,293.68,6.75,40.09,24.59,9.86,14.73,6.14,402.4
1003.01,21.07,293.97,6.92,39.87,25.02,9.97,15.04,6.21,402.5
1003.01,21.31,294.21,7.02,39.54,25.39,10.04,15.35,6.25,402.6
1002.96,20.88,293.78,6.63,39.52,24.73,9.77,14.95,6.08,403.1
1002.94,20.74,293.64,6.65,39.92,24.51,9.79,14.73,6.09,403.2
1002.92,20.59,293.5,6.78,40.66,24.29,9.88,14.41,6.15,402.8
1002.94,20.6,293.5,6.94,41.1,24.3,9.99,14.32,6.22,402.5
1002.93,20.39,293.29,6.88,41.45,23.99,9.94,14.05,6.19,402.6
1002.85,20.41,293.32,6.98,41.7,24.02,10.02,14.0,6.24,403.0
1002.73,19.99,292.91,7.05,42.98,23.41,10.06,13.35,6.26,403.5
1002.71,19.67,292.59,7.18,44.23,22.95,10.15,12.8,6.32,404.8
1002.7,19.37,292.29,7.42,45.82,22.52,10.32,12.2,6.43,406.8
1002.7,19.16,292.08,7.41,46.4,22.23,10.31,11.91,6.42,407.2
1002.7,18.95,291.87,7.46,47.17,21.94,10.35,11.59,6.44,408.1
1002.64,18.79,291.72,7.49,47.75,21.72,10.37,11.35,6.46,408.8
1002.62,18.64,291.57,7.44,48.03,21.52,10.34,11.18,6.44,409.0
1002.63,18.5,291.43,7.36,48.2,21.33,10.28,11.05,6.4,408.6
1002.65,18.42,291.35,7.35,48.39,21.22,10.27,10.95,6.4,408.6
1002.75,18.37,291.29,7.33,48.49,21.16,10.26,10.9,6.39,408.6
1002.87,18.34,291.25,7.34,48.62,21.12,10.27,10.85,6.39,408.9
1002.87,18.27,291.18,7.33,48.79,21.03,10.26,10.77,6.39,408.9
1002.85,18.21,291.12,7.42,49.28,20.95,10.32,10.62,6.43,409.4
1002.87,18.18,291.09,7.4,49.31,20.91,10.31,10.6,6.42,409.3
1002.88,18.19,291.1,7.37,49.16,20.92,10.28,10.64,6.4,409.0
1002.89,18.15,291.06,7.34,49.2,20.87,10.27,10.6,6.39,408.9
1002.9,18.04,290.95,7.32,49.45,20.72,10.25,10.48,6.38,408.9
1002.91,17.95,290.86,7.39,49.99,20.61,10.3,10.31,6.41,410.3
1002.89,17.67,290.58,7.58,51.53,20.25,10.43,9.81,6.5,414.0
1002.87,17.46,290.37,7.52,52.02,19.98,10.39,9.59,6.47,414.0
1002.79,17.23,290.15,7.77,53.7,19.69,10.57,9.12,6.59,418.9
1002.86,16.79,289.7,8.18,56.78,19.15,10.87,8.28,6.77,427.8
1002.84,16.49,289.4,8.35,58.55,18.79,11.0,7.79,6.85,432.3
1002.87,16.34,289.25,8.55,59.9,18.61,11.15,7.46,6.94,437.2
1002.87,16.16,289.07,8.21,59.2,18.4,10.89,7.51,6.78,428.3
1002.87,16.34,289.25,8.23,58.63,18.61,10.91,7.7,6.8,428.4
1002.86,16.12,289.03,8.13,59.05,18.35,10.84,7.51,6.75,426.4
1002.86,16.07,288.98,8.4,60.32,18.29,11.03,7.26,6.87,434.0
1002.84,16.25,289.17,8.0,58.03,18.5,10.74,7.77,6.69,421.9
1002.83,16.26,289.18,8.52,60.09,18.51,11.13,7.39,6.93,435.0
1002.81,15.94,288.86,8.73,62.21,18.14,11.29,6.86,7.03,443.0
1002.72,15.69,288.62,8.92,64.05,17.85,11.43,6.42,7.12,453.1
1002.74,15.71,288.63,8.2,60.91,17.88,10.89,6.99,6.78,434.3
1002.65,16.18,289.11,7.84,57.65,18.42,10.62,7.8,6.61,424.0
1002.73,16.04,288.96,8.17,59.5,18.26,10.86,7.39,6.77,430.4
1002.75,15.64,288.56,8.19,61.15,17.8,10.88,6.91,6.78,433.8
1002.79,15.44,288.36,8.09,61.5,17.57,10.8,6.76,6.73,432.9
1002.86,15.32,288.23,8.14,62.18,17.43,10.84,6.59,6.75,434.1
1002.93,15.11,288.02,8.26,63.55,17.2,10.93,6.27,6.81,434.1
1003.06,14.88,287.78,8.44,65.3,16.95,11.07,5.88,6.89,431.3
1003.16,14.6,287.49,8.71,67.72,16.64,11.27,5.37,7.02,429.0
1003.22,14.27,287.16,9.05,70.8,16.29,11.53,4.76,7.18,426.4
1003.21,13.77,286.66,9.33,74.5,15.77,11.75,4.02,7.32,421.2
1003.27,12.82,285.7,9.57,80.6,14.82,11.95,2.88,7.44,419.0
1003.37,12.58,285.46,9.9,83.7,14.59,12.21,2.38,7.61,420.7
1003.41,12.32,285.19,10.17,86.7,14.34,12.44,1.91,7.74,422.1
1003.51,12.1,284.96,10.19,88.1,14.14,12.45,1.68,7.76,422.6
1003.37,11.83,284.71,9.96,88.3,13.89,12.26,1.62,7.64,422.5
1003.26,11.61,284.5,9.98,89.7,13.69,12.28,1.41,7.65,422.1
1003.34,11.42,284.3,9.91,90.4,13.52,12.22,1.3,7.61,421.1
1003.48,11.31,284.18,9.85,90.7,13.42,12.17,1.25,7.58,420.4
1003.49,11.27,284.14,9.82,90.8,13.38,12.15,1.23,7.57,420.3
1003.51,11.26,284.12,9.83,90.9,13.37,12.16,1.22,7.57,421.0
1003.57,11.21,284.07,9.77,90.8,13.33,12.1,1.23,7.54,421.2
1003.61,11.15,284.01,9.71,90.8,13.28,12.05,1.22,7.5,421.9
1003.6,11.15,284.01,9.76,91.1,13.28,12.09,1.18,7.53,422.7
1003.74,11.15,284.0,9.74,91.0,13.28,12.08,1.19,7.52,422.5
1003.8,11.13,283.97,9.72,91.0,13.26,12.06,1.19,7.51,422.3
1003.85,11.07,283.91,9.63,90.8,13.2,11.99,1.21,7.46,422.5
1003.92,11.06,283.89,9.57,90.5,13.2,11.94,1.25,7.43,421.7
1004.03,11.05,283.87,9.49,90.1,13.19,11.88,1.31,7.39,421.7
1004.11,11.01,283.83,9.29,89.1,13.15,11.72,1.43,7.29,420.5
1004.14,10.96,283.77,9.25,89.2,13.11,11.69,1.42,7.27,420.8
1004.2,10.98,283.79,9.32,89.5,13.13,11.75,1.38,7.31,421.1
1004.24,10.94,283.75,8.92,87.3,13.09,11.43,1.66,7.11,420.3
1004.31,10.98,283.78,8.68,85.7,13.13,11.25,1.88,7.0,419.9
1004.3,10.89,283.69,8.46,84.9,13.05,11.08,1.97,6.89,419.0
1004.31,10.94,283.74,8.37,84.1,13.09,11.01,2.08,6.85,418.7
1004.37,10.88,283.68,8.17,83.3,13.04,10.86,2.18,6.75,418.1
1004.37,11.16,283.96,8.19,81.9,13.28,10.88,2.4,6.77,417.3
1004.37,11.33,284.13,7.96,79.7,13.43,10.71,2.73,6.66,417.1
1004.39,10.93,283.72,7.68,80.3,13.08,10.51,2.58,6.53,417.1
1004.37,11.2,284.0,7.72,79.1,13.32,10.54,2.78,6.55,416.8
1004.36,11.01,283.81,7.52,79.0,13.15,10.39,2.76,6.46,416.0
1004.3,11.14,283.94,7.4,77.7,13.27,10.31,2.96,6.41,415.6
1004.35,11.49,284.29,7.34,75.6,13.58,10.27,3.31,6.38,415.0
1004.37,11.36,284.16,7.18,75.4,13.46,10.15,3.31,6.31,414.6
1004.48,11.1,283.89,7.34,77.6,13.23,10.27,2.96,6.38,413.8
1004.54,11.16,283.94,7.0,75.5,13.28,10.03,3.25,6.23,413.9
1004.53,11.17,283.95,6.97,75.3,13.29,10.01,3.28,6.22,413.5
1004.47,11.44,284.23,6.98,74.0,13.53,10.01,3.52,6.22,412.8
1004.46,12.12,284.91,7.26,72.1,14.16,10.21,3.95,6.34,412.1
1004.43,12.24,285.03,6.96,70.1,14.27,10.0,4.27,6.22,412.8
1004.29,12.57,285.37,6.93,68.45,14.58,9.98,4.6,6.2,411.5
1004.26,12.67,285.47,7.09,68.75,14.68,10.09,4.59,6.27,411.1
1004.28,12.28,285.08,7.08,70.5,14.31,10.09,4.22,6.27,410.3
1004.25,12.39,285.19,6.54,67.41,14.41,9.71,4.7,6.04,410.9
1004.22,12.93,285.74,6.41,64.51,14.93,9.63,5.3,5.99,410.0
1004.17,13.43,286.24,5.66,59.25,15.43,9.14,6.29,5.68,410.8
1004.2,13.41,286.22,5.26,57.69,15.41,8.89,6.52,5.52,411.5
1004.21,13.33,286.14,5.24,57.94,15.33,8.88,6.45,5.52,411.2
1004.19,13.6,286.41,5.95,59.81,15.6,9.33,6.27,5.8,410.0
1004.12,13.73,286.54,5.96,59.32,15.73,9.33,6.4,5.8,409.8
1004.08,13.69,286.51,5.91,59.28,15.69,9.3,6.39,5.78,409.7
1004.01,13.49,286.31,6.03,60.54,15.49,9.38,6.11,5.83,409.0
1003.93,14.07,286.9,5.73,57.13,16.08,9.19,6.89,5.71,409.7
1003.93,14.16,286.99,5.9,57.47,16.18,9.3,6.88,5.78,409.7
1003.9,14.21,287.04,5.94,57.44,16.23,9.32,6.91,5.8,408.6
1003.89,14.28,287.11,5.98,57.32,16.3,9.34,6.96,5.81,408.7
1003.86,14.46,287.29,5.56,55.05,16.49,9.08,7.41,5.65,408.9
1003.81,14.5,287.34,5.41,54.32,16.54,8.98,7.55,5.58,409.4
1003.82,14.67,287.51,5.22,53.03,16.72,8.87,7.85,5.51,409.0
1003.73,15.07,287.91,5.46,52.55,17.16,9.02,8.14,5.61,408.6
1003.67,14.8,287.65,5.45,53.41,16.86,9.0,7.85,5.6,408.6
1003.66,14.87,287.72,5.57,53.62,16.94,9.08,7.85,5.65,408.0
1003.53,15.07,287.93,5.0,50.89,17.16,8.73,8.43,5.43,409.2
1003.43,15.38,288.25,5.04,50.0,17.5,8.75,8.75,5.44,408.7
1003.33,15.89,288.77,5.35,49.48,18.08,8.95,9.14,5.57,408.3
1003.27,16.04,288.92,5.41,49.21,18.26,8.98,9.27,5.59,407.8
1003.23,16.39,289.27,4.97,46.67,18.67,8.71,9.96,5.42,408.5
1003.16,16.21,289.1,4.64,46.12,18.46,8.51,9.94,5.29,408.7
1003.17,15.64,288.53,4.55,47.54,17.8,8.46,9.34,5.26,408.8
1003.1,15.48,288.37,4.52,47.93,17.61,8.44,9.17,5.25,408.7
1003.06,15.97,288.87,4.87,47.59,18.18,8.65,9.53,5.38,408.2
1002.94,16.08,288.99,4.5,46.06,18.3,8.43,9.87,5.25,408.9
1002.9,16.2,289.11,4.36,45.24,18.44,8.34,10.1,5.19,409.2
1002.89,16.42,289.33,4.43,44.85,18.7,8.39,10.32,5.22,409.0
1002.85,16.58,289.49,4.52,44.67,18.9,8.44,10.46,5.25,409.0
1002.83,16.49,289.41,4.34,44.35,18.79,8.33,10.46,5.18,409.2
1002.83,16.05,288.97,3.62,43.37,18.27,7.92,10.35,4.93,409.9
1002.73,16.41,289.33,3.53,42.12,18.69,7.87,10.82,4.9,409.8
1002.7,16.53,289.46,3.89,42.88,18.84,8.08,10.76,5.03,411.0
1002.64,16.18,289.11,3.33,42.14,18.42,7.76,10.66,4.83,410.9
1002.56,15.87,288.81,3.44,43.3,18.06,7.82,10.24,4.87,411.0
1002.47,16.21,289.16,3.49,42.52,18.46,7.85,10.61,4.88,411.1
1002.47,16.36,289.31,3.4,41.87,18.63,7.8,10.83,4.86,411.5
1002.36,16.07,289.02,3.06,41.61,18.29,7.61,10.68,4.74,411.9
1002.21,16.73,289.7,3.48,41.12,19.08,7.84,11.23,4.88,411.3
1002.11,17.2,290.17,3.62,40.3,19.65,7.92,11.73,4.93,411.0
1002.02,17.38,290.36,3.41,39.27,19.88,7.81,12.07,4.86,410.8
1002.08,17.18,290.16,3.01,38.65,19.63,7.59,12.04,4.72,411.5
1001.96,17.29,290.28,3.32,39.22,19.77,7.75,12.01,4.83,410.7
1001.93,17.57,290.56,3.31,38.51,20.12,7.75,12.37,4.82,410.6
1001.88,18.17,291.16,3.59,37.83,20.89,7.9,12.99,4.92,410.3
1001.76,18.16,291.16,3.59,37.86,20.88,7.91,12.98,4.92,410.1
1001.68,17.37,290.38,3.25,38.83,19.87,7.71,12.15,4.8,410.6
1001.58,17.42,290.44,3.3,38.85,19.93,7.74,12.19,4.82,410.7
1001.62,17.45,290.47,3.24,38.62,19.97,7.71,12.26,4.8,410.6
1001.62,17.56,290.58,3.37,38.71,20.11,7.78,12.32,4.85,410.5
1001.54,17.7,290.72,3.46,38.61,20.29,7.83,12.45,4.88,410.2
1001.55,17.45,290.47,3.54,39.46,19.97,7.88,12.09,4.91,410.1
1001.63,17.37,290.38,3.49,39.52,19.87,7.85,12.02,4.89,410.4
1001.64,17.59,290.6,3.78,39.78,20.14,8.01,12.13,4.99,410.1
1001.64,17.4,290.41,3.85,40.45,19.9,8.05,11.85,5.02,410.1
1001.64,16.92,289.93,3.9,41.84,19.31,8.08,11.23,5.03,410.1
1001.62,16.65,289.67,3.88,42.52,18.98,8.07,10.91,5.03,410.1
1001.62,16.49,289.51,3.99,43.27,18.79,8.13,10.66,5.06,409.9
1001.63,16.47,289.49,4.09,43.64,18.76,8.19,10.58,5.1,410.2
1001.61,16.38,289.4,4.14,44.04,18.66,8.22,10.44,5.12,410.5
1001.62,16.2,289.22,4.08,44.36,18.44,8.18,10.26,5.1,411.0
1001.64,16.07,289.08,4.07,44.69,18.29,8.17,10.12,5.09,411.4
1001.64,15.84,288.85,4.1,45.46,18.02,8.19,9.83,5.1,412.1
1001.72,15.53,288.54,4.11,46.42,17.67,8.2,9.47,5.11,412.7
1001.79,15.01,288.01,4.13,48.04,17.09,8.21,8.88,5.11,413.8
1001.87,14.64,287.64,4.09,49.08,16.69,8.19,8.5,5.1,414.5
1001.9,14.31,287.3,4.01,49.87,16.33,8.15,8.19,5.07,414.9
1001.92,14.19,287.18,4.0,50.21,16.21,8.14,8.07,5.07,415.3
1001.96,14.02,287.01,4.01,50.79,16.03,8.14,7.89,5.07,415.9
1002.0,13.76,286.75,4.1,52.01,15.76,8.2,7.56,5.1,417.6
1001.98,13.38,286.37,4.18,53.6,15.38,8.24,7.13,5.13,419.2
1001.99,13.19,286.18,4.31,54.75,15.19,8.31,6.87,5.18,421.1
1002.01,13.03,286.02,4.36,55.53,15.03,8.34,6.68,5.2,422.0
1002.01,12.94,285.93,4.37,55.92,14.94,8.35,6.59,5.2,422.7
1002.02,12.95,285.94,4.2,55.19,14.95,8.25,6.7,5.14,420.8
1002.04,13.35,286.33,4.08,53.33,15.35,8.18,7.16,5.1,418.9
1002.07,13.55,286.53,4.08,52.65,15.55,8.19,7.36,5.1,418.6
1002.07,13.48,286.46,4.11,53.0,15.48,8.2,7.27,5.11,419.3
1002.14,13.24,286.22,4.09,53.75,15.24,8.19,7.05,5.1,419.7
1002.22,13.11,286.08,4.11,54.29,15.11,8.2,6.91,5.11,420.3
1002.27,12.91,285.87,4.13,55.08,14.91,8.21,6.7,5.11,420.9
1002.29,12.77,285.73,4.12,55.55,14.77,8.21,6.57,5.11,420.9
1002.25,12.61,285.58,4.19,56.39,14.62,8.24,6.38,5.13,422.0
1002.24,12.57,285.54,4.21,56.62,14.58,8.26,6.33,5.14,421.3
1002.25,12.53,285.5,4.23,56.88,14.54,8.27,6.27,5.15,421.3
1002.25,12.45,285.42,4.25,57.24,14.47,8.28,6.19,5.16,421.0
1002.26,12.35,285.32,4.3,57.83,14.37,8.31,6.06,5.17,421.5
1002.26,12.42,285.39,4.33,57.69,14.44,8.33,6.11,5.19,421.1
1002.27,12.42,285.39,4.35,57.75,14.44,8.34,6.1,5.19,420.2
1002.25,12.3,285.27,4.32,58.12,14.32,8.33,6.0,5.18,420.3
1002.26,11.95,284.92,4.32,59.46,14.0,8.32,5.67,5.18,421.8
1002.3,11.83,284.79,4.38,60.2,13.89,8.36,5.53,5.2,422.3
1002.34,11.74,284.7,4.42,60.7,13.8,8.38,5.43,5.22,423.2
1002.34,11.48,284.44,4.41,61.73,13.57,8.38,5.19,5.21,424.3
1002.34,11.41,284.37,4.42,62.04,13.51,8.38,5.13,5.22,425.0
1002.32,11.16,284.12,4.39,62.95,13.28,8.36,4.92,5.21,425.3
1002.25,10.99,283.96,4.36,63.56,13.13,8.35,4.79,5.2,425.3
1002.25,10.84,283.81,4.36,64.2,13.0,8.35,4.66,5.2,425.9
1002.25,10.71,283.68,4.36,64.74,12.89,8.35,4.55,5.2,426.4
1002.19,10.49,283.46,4.36,65.71,12.7,8.35,4.36,5.2,427.1
1002.19,10.4,283.37,4.41,66.32,12.63,8.37,4.25,5.21,427.2
1002.18,10.34,283.31,4.48,66.91,12.58,8.42,4.16,5.24,427.2
1002.23,10.2,283.17,4.51,67.7,12.46,8.44,4.02,5.25,427.6
1002.26,10.03,283.0,4.52,68.51,12.32,8.44,3.88,5.25,428.1
1002.27,9.82,282.79,4.54,69.57,12.15,8.45,3.7,5.26,429.8
1002.27,9.69,282.66,4.54,70.2,12.04,8.45,3.59,5.26,429.3
1002.32,9.62,282.58,4.55,70.6,11.98,8.46,3.52,5.27,429.4
1002.39,9.23,282.19,4.52,72.3,11.67,8.44,3.23,5.25,440.0
1002.42,8.46,281.42,4.45,75.8,11.08,8.4,2.68,5.23,438.7
1002.43,8.78,281.73,4.51,74.5,11.32,8.44,2.89,5.25,431.0
1002.51,8.9,281.85,4.53,74.0,11.42,8.45,2.97,5.26,432.4
1002.52,8.57,281.52,4.56,75.8,11.16,8.46,2.7,5.27,438.5
1002.6,8.55,281.49,4.63,76.3,11.15,8.51,2.64,5.29,442.4
1002.64,8.66,281.6,4.68,76.0,11.23,8.54,2.7,5.31,438.8
1002.65,9.17,282.11,4.79,74.0,11.63,8.6,3.02,5.35,434.4
1002.65,9.48,282.42,4.94,73.2,11.87,8.69,3.18,5.41,433.1
1002.69,9.77,282.7,5.12,72.7,12.11,8.8,3.3,5.48,439.6
1002.71,10.08,283.01,5.14,71.3,12.36,8.81,3.55,5.48,438.9
1002.76,10.04,282.97,5.18,71.7,12.33,8.84,3.49,5.5,440.9
1002.76,9.86,282.79,5.14,72.4,12.18,8.82,3.36,5.49,443.3
1002.76,9.74,282.67,5.05,72.5,12.08,8.76,3.32,5.45,434.6
1002.73,9.85,282.78,5.15,72.5,12.17,8.82,3.35,5.49,432.3
1002.73,9.85,282.78,5.1,72.2,12.17,8.79,3.38,5.47,434.7
1002.76,9.87,282.8,5.21,72.7,12.19,8.86,3.33,5.51,438.1
1002.81,10.04,282.96,5.4,72.8,12.33,8.97,3.35,5.59,440.7
1002.8,10.13,283.05,5.4,72.4,12.4,8.98,3.42,5.59,442.8
1002.81,10.14,283.06,5.57,73.2,12.41,9.08,3.33,5.65,440.0
1002.79,10.4,283.32,5.7,72.6,12.63,9.17,3.46,5.71,434.6
1002.76,10.54,283.47,5.64,71.6,12.75,9.13,3.62,5.68,431.6
1002.75,10.85,283.78,5.79,70.9,13.01,9.23,3.79,5.74,427.8
1002.75,11.05,283.98,5.88,70.4,13.19,9.28,3.9,5.78,426.8
1002.75,10.98,283.91,5.9,70.8,13.13,9.29,3.83,5.78,425.8
1002.76,11.25,284.18,5.99,69.99,13.36,9.35,4.01,5.82,424.4
1002.77,11.13,284.06,6.06,70.9,13.26,9.4,3.86,5.85,424.1
1002.76,11.04,283.97,6.04,71.2,13.18,9.38,3.8,5.84,423.3
1002.69,11.47,284.4,6.37,70.8,13.56,9.6,3.96,5.98,423.2
1002.63,12.22,285.16,6.6,68.45,14.25,9.75,4.5,6.07,422.5
1002.62,12.55,285.49,6.76,67.72,14.56,9.86,4.7,6.14,421.5
1002.56,13.01,285.95,7.06,67.11,15.01,10.07,4.94,6.27,420.0
1002.52,13.48,286.42,7.4,66.59,15.48,10.31,5.17,6.42,416.7
1002.5,15.27,288.21,7.47,59.59,17.38,10.36,7.02,6.45,416.5
1002.51,17.38,290.32,8.04,54.15,19.88,10.76,9.11,6.71,416.9
1002.51,17.17,290.11,7.79,53.97,19.62,10.59,9.03,6.6,417.5
1002.14,15.28,288.25,4.84,49.63,17.39,8.63,8.76,5.37,411.0
1002.06,15.31,288.29,4.51,48.42,17.42,8.44,8.99,5.25,411.9
1002.01,15.12,288.1,4.03,47.38,17.21,8.15,9.06,5.08,411.7
1001.92,15.49,288.48,3.59,44.85,17.62,7.9,9.72,4.92,411.5
1001.86,15.68,288.68,2.71,41.62,17.84,7.43,10.42,4.62,411.5
1001.74,16.15,289.16,1.54,37.14,18.39,6.83,11.56,4.25,411.9
1001.77,16.37,289.37,-0.39,31.84,18.65,5.94,12.71,3.69,411.7
1001.64,16.31,289.32,0.19,33.33,18.57,6.19,12.38,3.85,411.0
1001.49,16.23,289.26,0.33,33.86,18.48,6.26,12.22,3.9,410.8
1001.46,16.41,289.44,0.91,34.92,18.69,6.53,12.17,4.06,410.2
1001.35,16.42,289.46,1.11,35.4,18.7,6.62,12.08,4.12,410.2
1001.18,16.55,289.6,0.78,34.27,18.86,6.46,12.4,4.03,410.0
1001.09,16.75,289.81,0.97,34.3,19.1,6.55,12.55,4.08,409.4
1000.97,17.2,290.27,0.77,32.86,19.65,6.46,13.2,4.02,409.4
1000.94,17.14,290.21,0.99,33.51,19.58,6.56,13.02,4.09,409.2
1000.84,16.92,290.0,1.32,34.82,19.31,6.72,12.59,4.19,408.9
1000.73,17.07,290.16,0.8,33.21,19.49,6.47,13.02,4.03,409.1
1000.66,17.04,290.14,0.49,32.53,19.46,6.33,13.13,3.94,408.7
1000.53,17.26,290.37,0.51,32.14,19.73,6.34,13.39,3.95,408.4
1000.43,17.14,290.25,0.76,32.96,19.58,6.45,13.13,4.02,409.0
1000.35,16.87,289.99,1.3,34.87,19.25,6.71,12.54,4.18,408.4
1000.25,16.87,290.0,1.3,34.88,19.25,6.71,12.53,4.19,408.5
1000.19,17.23,290.36,1.09,33.57,19.69,6.61,13.08,4.12,408.4
1000.1,17.15,290.29,1.3,34.25,19.59,6.71,12.88,4.18,408.6
1000.04,17.23,290.38,1.32,34.13,19.69,6.72,12.97,4.19,408.5
999.85,17.67,290.83,1.36,33.29,20.25,6.74,13.51,4.2,408.3
999.76,17.69,290.86,0.85,32.05,20.27,6.5,13.78,4.05,408.9
999.76,17.33,290.5,0.42,31.78,19.82,6.3,13.52,3.93,409.3
999.6,17.59,290.77,0.68,31.85,20.14,6.42,13.73,4.0,408.9
999.53,17.73,290.92,0.6,31.39,20.32,6.38,13.94,3.98,409.0
999.44,17.85,291.05,0.77,31.54,20.48,6.46,14.02,4.03,409.1
999.38,18.0,291.2,0.98,31.72,20.67,6.56,14.11,4.09,409.0
999.3,18.0,291.21,0.99,31.76,20.67,6.57,14.11,4.1,409.1
999.19,18.18,291.4,0.98,31.36,20.91,6.56,14.35,4.09,409.4
999.18,17.75,290.97,1.25,32.87,20.35,6.69,13.66,4.17,409.1
999.15,17.34,290.56,1.1,33.37,19.83,6.62,13.21,4.13,409.4
999.12,17.45,290.67,1.34,33.7,19.97,6.73,13.24,4.2,409.7
999.06,17.42,290.65,1.37,33.85,19.93,6.75,13.18,4.21,410.2
999.0,17.8,291.03,1.35,32.99,20.41,6.73,13.68,4.2,410.1
998.97,18.06,291.3,1.37,32.5,20.75,6.74,14.01,4.21,409.9
998.94,17.89,291.13,1.56,33.3,20.53,6.84,13.69,4.27,409.9
998.93,17.45,290.69,1.52,34.16,19.97,6.82,13.15,4.26,409.8
998.88,17.54,290.78,1.56,34.05,20.08,6.84,13.24,4.27,410.0
998.79,17.58,290.83,1.15,32.98,20.13,6.64,13.49,4.15,410.5
998.69,17.52,290.78,1.3,33.46,20.06,6.71,13.35,4.19,409.4
998.67,17.42,290.68,1.44,34.01,19.93,6.78,13.15,4.23,409.1
998.69,17.37,290.63,1.27,33.7,19.87,6.7,13.17,4.18,409.3
998.65,17.03,290.29,1.34,34.61,19.44,6.73,12.71,4.2,409.1
998.63,16.84,290.1,1.58,35.65,19.21,6.85,12.36,4.28,409.1
998.57,16.72,289.99,1.57,35.89,19.07,6.84,12.22,4.27,409.5
998.52,16.61,289.88,1.3,35.44,18.93,6.71,12.22,4.19,410.1
998.5,16.5,289.77,1.21,35.47,18.8,6.67,12.13,4.16,410.5
998.51,16.32,289.59,1.23,35.92,18.59,6.68,11.91,4.17,411.1
998.51,16.18,289.45,1.29,36.41,18.42,6.71,11.71,4.19,411.4
998.55,16.05,289.32,1.42,37.05,18.27,6.77,11.5,4.23,411.7
998.58,15.9,289.17,1.56,37.8,18.09,6.84,11.25,4.27,412.2
998.61,15.72,288.98,1.63,38.42,17.89,6.87,11.01,4.29,412.9
998.65,15.48,288.74,1.81,39.52,17.61,6.96,10.65,4.35,414.2
998.66,15.42,288.68,1.84,39.77,17.55,6.98,10.57,4.36,414.1
998.69,15.24,288.5,2.0,40.71,17.34,7.06,10.28,4.41,414.8
